date,description,debit,credit
2014-12-29,TRANSACTION 1317,491,803
2014-12-29,TRANSACTION 1318,655,487
2014-12-29,TRANSACTION 1319,874,422
2014-12-29,TRANSACTION 1320,753,401
2014-12-24,TRANSACTION 1321,447,663
2014-12-24,TRANSACTION 1322,265,534
2014-12-23,TRANSACTION 1323,615,948
2014-12-23,TRANSACTION 1324,244,489
2014-12-23,TRANSACTION 1325,242,803
2014-12-23,TRANSACTION 1326,130,933
2014-12-22,TRANSACTION 1327,811,901
2014-12-22,TRANSACTION 1328,44,783
2014-12-22,TRANSACTION 1329,718,940
2014-12-22,TRANSACTION 1330,687,526
2014-12-22,TRANSACTION 1331,169,710
2014-12-22,TRANSACTION 1332,656,866
2014-12-18,TRANSACTION 1333,363,525
2014-12-18,TRANSACTION 1334,85,514
2014-12-18,TRANSACTION 1335,269,794
2014-12-18,TRANSACTION 1336,585,418
2014-12-17,TRANSACTION 1337,957,993
2014-12-17,TRANSACTION 1338,238,898
2014-12-15,TRANSACTION 1339,547,675
2014-12-15,TRANSACTION 1340,894,739
2014-12-15,TRANSACTION 1341,383,760
2014-12-15,TRANSACTION 1342,33,549
2014-12-15,TRANSACTION 1343,133,534
2014-12-12,TRANSACTION 1344,817,726
2014-12-12,TRANSACTION 1345,324,534
2014-12-11,TRANSACTION 1346,738,587
2014-12-11,TRANSACTION 1347,862,415
2014-12-10,TRANSACTION 1348,807,533
2014-12-10,TRANSACTION 1349,597,516
2014-12-10,TRANSACTION 1350,712,444
2014-12-10,TRANSACTION 1351,653,663
2014-12-09,TRANSACTION 1352,906,779
2014-12-08,TRANSACTION 1353,43,721
2014-12-08,TRANSACTION 1354,541,793
2014-12-08,TRANSACTION 1355,71,570
2014-12-08,TRANSACTION 1356,195,506
2014-12-08,TRANSACTION 1357,939,585
2014-12-05,TRANSACTION 1358,357,425
2014-12-05,TRANSACTION 1359,430,882
2014-12-05,TRANSACTION 1360,278,667
2014-12-05,TRANSACTION 1361,325,649
2014-12-04,TRANSACTION 1362,926,819
2014-12-04,TRANSACTION 1363,730,957
2014-12-03,TRANSACTION 1364,563,684
2014-12-02,TRANSACTION 1365,826,597
2014-12-02,TRANSACTION 1366,323,695
2014-12-01,TRANSACTION 1367,260,593
2014-12-01,TRANSACTION 1368,381,573
2014-12-01,TRANSACTION 1369,779,414
2014-12-01,TRANSACTION 1370,70,440
2014-12-01,TRANSACTION 1371,770,455
2014-12-01,TRANSACTION 1372,232,839
2014-12-01,TRANSACTION 1373,593,624
2014-11-28,TRANSACTION 1374,392,971
2014-11-28,TRANSACTION 1375,439,406
2014-11-28,TRANSACTION 1376,940,859
2014-11-28,TRANSACTION 1377,197,967
2014-11-28,TRANSACTION 1378,465,927
2014-11-28,TRANSACTION 1379,232,791
2014-11-28,TRANSACTION 1380,68,983
2014-11-28,TRANSACTION 1381,735,849
2014-11-28,TRANSACTION 1382,525,929
2014-11-27,TRANSACTION 1383,775,442
2014-11-27,TRANSACTION 1384,753,902
2014-11-27,TRANSACTION 1385,186,658
2014-11-26,TRANSACTION 1386,269,458
2014-11-25,TRANSACTION 1387,586,719
2014-11-25,TRANSACTION 1388,902,987
2014-11-25,TRANSACTION 1389,131,873
2014-11-25,TRANSACTION 1390,951,767
2014-11-24,TRANSACTION 1391,763,700
2014-11-24,TRANSACTION 1392,427,955
2014-11-24,TRANSACTION 1393,276,833
2014-11-21,TRANSACTION 1394,470,838
2014-11-21,TRANSACTION 1395,467,961
2014-11-20,TRANSACTION 1396,629,740
2014-11-19,TRANSACTION 1397,369,570
2014-11-19,TRANSACTION 1398,99,903
2014-11-19,TRANSACTION 1399,572,454
2014-11-18,TRANSACTION 1400,616,928
2014-11-18,TRANSACTION 1401,747,416
2014-11-18,TRANSACTION 1402,82,564
2014-11-18,TRANSACTION 1403,709,707
2014-11-17,TRANSACTION 1404,494,541
2014-11-17,TRANSACTION 1405,112,885
2014-11-17,TRANSACTION 1406,284,970
2014-11-17,TRANSACTION 1407,541,614
2014-11-17,TRANSACTION 1408,113,693
2014-11-14,TRANSACTION 1409,268,927
2014-11-14,TRANSACTION 1410,669,533
2014-11-13,TRANSACTION 1411,540,484
2014-11-13,TRANSACTION 1412,519,777
2014-11-13,TRANSACTION 1413,937,928
2014-11-12,TRANSACTION 1414,160,804
2014-11-12,TRANSACTION 1415,218,422
2014-11-12,TRANSACTION 1416,56,771
2014-11-12,TRANSACTION 1417,860,497
2014-11-12,TRANSACTION 1418,935,727
2014-11-10,TRANSACTION 1419,304,462
2014-11-10,TRANSACTION 1420,634,790
2014-11-10,TRANSACTION 1421,356,597
2014-11-10,TRANSACTION 1422,416,979
2014-11-10,TRANSACTION 1423,163,709
2014-11-10,TRANSACTION 1424,507,479
2014-11-10,TRANSACTION 1425,101,424
2014-11-10,TRANSACTION 1426,99,552
2014-11-07,TRANSACTION 1427,733,516
2014-11-07,TRANSACTION 1428,939,522
2014-11-07,TRANSACTION 1429,130,761
2014-11-07,TRANSACTION 1430,969,783
2014-11-06,TRANSACTION 1431,848,754
2014-11-06,TRANSACTION 1432,40,812
2014-11-06,TRANSACTION 1433,566,849
2014-11-05,TRANSACTION 1434,124,531
2014-11-04,TRANSACTION 1435,613,698
2014-11-03,TRANSACTION 1436,337,434
2014-11-03,TRANSACTION 1437,913,529
2014-11-03,TRANSACTION 1438,149,480
2014-11-03,TRANSACTION 1439,105,957
2014-11-03,TRANSACTION 1440,855,626
2014-11-03,TRANSACTION 1441,805,903
2014-11-03,TRANSACTION 1442,410,413
2014-11-03,TRANSACTION 1443,802,952
2014-10-31,TRANSACTION 1444,985,620
2014-10-31,TRANSACTION 1445,36,851
2014-10-31,TRANSACTION 1446,875,999
2014-10-31,TRANSACTION 1447,432,921
2014-10-31,TRANSACTION 1448,972,506
2014-10-30,TRANSACTION 1449,579,758
2014-10-30,TRANSACTION 1450,736,539
2014-10-30,TRANSACTION 1451,333,797
2014-10-30,TRANSACTION 1452,658,627
2014-10-29,TRANSACTION 1453,876,509
2014-10-29,TRANSACTION 1454,203,431
2014-10-29,TRANSACTION 1455,635,460
2014-10-29,TRANSACTION 1456,668,957
2014-10-28,TRANSACTION 1457,374,702
2014-10-28,TRANSACTION 1458,447,806
2014-10-28,TRANSACTION 1459,910,874
2014-10-27,TRANSACTION 1460,565,989
2014-10-27,TRANSACTION 1461,693,559
2014-10-27,TRANSACTION 1462,778,736
2014-10-27,TRANSACTION 1463,203,963
2014-10-27,TRANSACTION 1464,635,862
2014-10-27,TRANSACTION 1465,321,981
2014-10-24,TRANSACTION 1466,617,697
2014-10-23,TRANSACTION 1467,881,823
2014-10-23,TRANSACTION 1468,935,553
2014-10-23,TRANSACTION 1469,871,979
2014-10-22,TRANSACTION 1470,552,955
2014-10-22,TRANSACTION 1471,35,742
2014-10-22,TRANSACTION 1472,686,690
2014-10-21,TRANSACTION 1473,629,479
2014-10-21,TRANSACTION 1474,258,970
2014-10-20,TRANSACTION 1475,507,920
2014-10-20,TRANSACTION 1476,77,455
2014-10-20,TRANSACTION 1477,752,715
2014-10-20,TRANSACTION 1478,847,687
2014-10-20,TRANSACTION 1479,19,634
2014-10-20,TRANSACTION 1480,277,889
2014-10-20,TRANSACTION 1481,550,752
2014-10-20,TRANSACTION 1482,491,452
2014-10-17,TRANSACTION 1483,398,730
2014-10-17,TRANSACTION 1484,438,867
2014-10-16,TRANSACTION 1485,235,718
2014-10-16,TRANSACTION 1486,951,852
2014-10-15,TRANSACTION 1487,412,804
2014-10-15,TRANSACTION 1488,743,697
2014-10-14,TRANSACTION 1489,313,412
2014-10-14,TRANSACTION 1490,168,402
2014-10-14,TRANSACTION 1491,421,944
2014-10-14,TRANSACTION 1492,574,653
2014-10-14,TRANSACTION 1493,718,875
2014-10-10,TRANSACTION 1494,412,980
2014-10-10,TRANSACTION 1495,201,933
2014-10-10,TRANSACTION 1496,344,837
2014-10-09,TRANSACTION 1497,119,743
2014-10-09,TRANSACTION 1498,536,445
2014-10-09,TRANSACTION 1499,396,626
2014-10-08,TRANSACTION 1500,617,875
2014-10-08,TRANSACTION 1501,448,630
2014-10-08,TRANSACTION 1502,873,582
2014-10-08,TRANSACTION 1503,838,958
2014-10-08,TRANSACTION 1504,500,589
2014-10-08,TRANSACTION 1505,283,559
2014-10-08,TRANSACTION 1506,116,420
2014-10-08,TRANSACTION 1507,968,728
2014-10-07,TRANSACTION 1508,220,984
2014-10-07,TRANSACTION 1509,644,652
2014-10-06,TRANSACTION 1510,12,525
2014-10-06,TRANSACTION 1511,297,690
2014-10-06,TRANSACTION 1512,856,780
2014-10-06,TRANSACTION 1513,834,700
2014-10-03,TRANSACTION 1514,578,945
2014-10-03,TRANSACTION 1515,690,506
2014-10-03,TRANSACTION 1516,189,851
2014-10-01,TRANSACTION 1517,482,739
2014-10-01,TRANSACTION 1518,470,695
2014-10-01,TRANSACTION 1519,908,475
2014-10-01,TRANSACTION 1520,53,564
2014-09-30,TRANSACTION 1521,707,775
2014-09-30,TRANSACTION 1522,74,981
2014-09-30,TRANSACTION 1523,638,615
2014-09-29,TRANSACTION 1524,420,905
2014-09-29,TRANSACTION 1525,470,654
2014-09-29,TRANSACTION 1526,941,405
2014-09-29,TRANSACTION 1527,566,820
2014-09-26,TRANSACTION 1528,347,420
2014-09-26,TRANSACTION 1529,350,563
2014-09-25,TRANSACTION 1530,53,780
2014-09-25,TRANSACTION 1531,371,651
2014-09-24,TRANSACTION 1532,985,653
2014-09-24,TRANSACTION 1533,496,738
2014-09-23,TRANSACTION 1534,651,901
2014-09-23,TRANSACTION 1535,931,974
2014-09-23,TRANSACTION 1536,317,618
2014-09-23,TRANSACTION 1537,466,419
2014-09-22,TRANSACTION 1538,139,810
2014-09-22,TRANSACTION 1539,814,722
2014-09-22,TRANSACTION 1540,973,662
2014-09-22,TRANSACTION 1541,723,677
2014-09-22,TRANSACTION 1542,128,690
2014-09-22,TRANSACTION 1543,757,703
2014-09-19,TRANSACTION 1544,589,572
2014-09-19,TRANSACTION 1545,97,781
2014-09-18,TRANSACTION 1546,974,406
2014-09-18,TRANSACTION 1547,151,945
2014-09-18,TRANSACTION 1548,837,648
2014-09-18,TRANSACTION 1549,478,703
2014-09-17,TRANSACTION 1550,102,417
2014-09-17,TRANSACTION 1551,955,858
2014-09-17,TRANSACTION 1552,768,908
2014-09-16,TRANSACTION 1553,853,415
2014-09-16,TRANSACTION 1554,186,900
2014-09-15,TRANSACTION 1555,284,426
2014-09-15,TRANSACTION 1556,460,940
2014-09-15,TRANSACTION 1557,300,795
2014-09-15,TRANSACTION 1558,889,687
2014-09-15,TRANSACTION 1559,776,503
2014-09-15,TRANSACTION 1560,717,764
2014-09-15,TRANSACTION 1561,557,731
2014-09-15,TRANSACTION 1562,501,546
2014-09-15,TRANSACTION 1563,599,446
2014-09-15,TRANSACTION 1564,804,505
2014-09-15,TRANSACTION 1565,523,786
2014-09-12,TRANSACTION 1566,337,474
2014-09-12,TRANSACTION 1567,477,893
2014-09-12,TRANSACTION 1568,295,424
2014-09-12,TRANSACTION 1569,15,778
2014-09-12,TRANSACTION 1570,784,959
2014-09-12,TRANSACTION 1571,626,926
2014-09-11,TRANSACTION 1572,524,489
2014-09-11,TRANSACTION 1573,255,892
2014-09-09,TRANSACTION 1574,199,895
2014-09-09,TRANSACTION 1575,971,449
2014-09-09,TRANSACTION 1576,230,469
2014-09-08,TRANSACTION 1577,280,903
2014-09-08,TRANSACTION 1578,669,779
2014-09-08,TRANSACTION 1579,12,732
2014-09-08,TRANSACTION 1580,577,841
2014-09-08,TRANSACTION 1581,416,950
2014-09-08,TRANSACTION 1582,755,859
2014-09-08,TRANSACTION 1583,321,955
2014-09-08,TRANSACTION 1584,132,514
2014-09-08,TRANSACTION 1585,618,704
2014-09-05,TRANSACTION 1586,308,465
2014-09-05,TRANSACTION 1587,392,974
2014-09-05,TRANSACTION 1588,476,654
2014-09-05,TRANSACTION 1589,194,604
2014-09-04,TRANSACTION 1590,318,930
2014-09-04,TRANSACTION 1591,667,493
2014-09-03,TRANSACTION 1592,248,593
2014-09-03,TRANSACTION 1593,534,462
2014-09-03,TRANSACTION 1594,766,785
2014-09-03,TRANSACTION 1595,29,946
2014-09-02,TRANSACTION 1596,216,873
2014-09-02,TRANSACTION 1597,898,548
2014-09-02,TRANSACTION 1598,984,971
2014-09-02,TRANSACTION 1599,509,930
2014-09-02,TRANSACTION 1600,807,578
2014-09-02,TRANSACTION 1601,749,896
2014-09-02,TRANSACTION 1602,118,519
2014-09-02,TRANSACTION 1603,712,895
2014-09-02,TRANSACTION 1604,234,742
2014-09-02,TRANSACTION 1605,46,557
2014-09-02,TRANSACTION 1606,655,889
2014-09-02,TRANSACTION 1607,993,989
2014-09-02,TRANSACTION 1608,843,984
2014-09-02,TRANSACTION 1609,293,817
2014-09-02,TRANSACTION 1610,337,548
2014-08-29,TRANSACTION 1611,141,447
2014-08-29,TRANSACTION 1612,706,425
2014-08-29,TRANSACTION 1613,509,807
2014-08-29,TRANSACTION 1614,831,746
2014-08-29,TRANSACTION 1615,417,720
2014-08-28,TRANSACTION 1616,261,734
2014-08-28,TRANSACTION 1617,390,619
2014-08-28,TRANSACTION 1618,265,568
2014-08-28,TRANSACTION 1619,895,606
2014-08-27,TRANSACTION 1620,909,712
2014-08-25,TRANSACTION 1621,479,415
2014-08-25,TRANSACTION 1622,407,593
2014-08-25,TRANSACTION 1623,375,705
2014-08-25,TRANSACTION 1624,584,405
2014-08-25,TRANSACTION 1625,765,531
2014-08-25,TRANSACTION 1626,876,768
2014-08-25,TRANSACTION 1627,229,860
2014-08-25,TRANSACTION 1628,433,410
2014-08-25,TRANSACTION 1629,833,539
2014-08-22,TRANSACTION 1630,725,530
2014-08-22,TRANSACTION 1631,93,580
2014-08-22,TRANSACTION 1632,674,407
2014-08-22,TRANSACTION 1633,27,405
2014-08-22,TRANSACTION 1634,557,696
2014-08-21,TRANSACTION 1635,587,507
2014-08-21,TRANSACTION 1636,687,595
2014-08-21,TRANSACTION 1637,568,422
2014-08-21,TRANSACTION 1638,131,491
2014-08-20,TRANSACTION 1639,362,424
2014-08-20,TRANSACTION 1640,107,908
2014-08-19,TRANSACTION 1641,688,882
2014-08-19,TRANSACTION 1642,116,436
2014-08-19,TRANSACTION 1643,145,959
2014-08-18,TRANSACTION 1644,157,581
2014-08-18,TRANSACTION 1645,782,610
2014-08-18,TRANSACTION 1646,81,477
2014-08-18,TRANSACTION 1647,10,506
2014-08-15,TRANSACTION 1648,292,758
2014-08-15,TRANSACTION 1649,493,978
2014-08-15,TRANSACTION 1650,207,460
2014-08-14,TRANSACTION 1651,291,987
2014-08-14,TRANSACTION 1652,729,816
2014-08-13,TRANSACTION 1653,369,475
2014-08-12,TRANSACTION 1654,518,925
2014-08-11,TRANSACTION 1655,381,549
2014-08-11,TRANSACTION 1656,810,940
2014-08-11,TRANSACTION 1657,679,470
2014-08-11,TRANSACTION 1658,975,756
2014-08-11,TRANSACTION 1659,609,739
2014-08-08,TRANSACTION 1660,222,550
2014-08-08,TRANSACTION 1661,975,704
2014-08-08,TRANSACTION 1662,825,849
2014-08-07,TRANSACTION 1663,542,530
2014-08-06,TRANSACTION 1664,787,619
2014-08-05,TRANSACTION 1665,495,805
2014-08-05,TRANSACTION 1666,546,888
2014-08-05,TRANSACTION 1667,144,991
2014-08-05,TRANSACTION 1668,709,687
2014-08-05,TRANSACTION 1669,45,702
2014-08-01,TRANSACTION 1670,884,779
2014-07-31,TRANSACTION 1671,742,738
2014-07-31,TRANSACTION 1672,722,461
2014-07-31,TRANSACTION 1673,918,576
2014-07-31,TRANSACTION 1674,628,410
2014-07-31,TRANSACTION 1675,859,456
2014-07-31,TRANSACTION 1676,605,656
2014-07-30,TRANSACTION 1677,469,975
2014-07-30,TRANSACTION 1678,488,566
2014-07-29,TRANSACTION 1679,536,790
2014-07-29,TRANSACTION 1680,727,815
2014-07-28,TRANSACTION 1681,580,995
2014-07-28,TRANSACTION 1682,177,517
2014-07-28,TRANSACTION 1683,976,720
2014-07-28,TRANSACTION 1684,139,972
2014-07-28,TRANSACTION 1685,465,947
2014-07-25,TRANSACTION 1686,22,912
2014-07-25,TRANSACTION 1687,325,729
2014-07-23,TRANSACTION 1688,840,799
2014-07-23,TRANSACTION 1689,283,776
2014-07-22,TRANSACTION 1690,471,477
2014-07-22,TRANSACTION 1691,345,876
2014-07-22,TRANSACTION 1692,318,640
2014-07-21,TRANSACTION 1693,155,691
2014-07-21,TRANSACTION 1694,819,960
2014-07-21,TRANSACTION 1695,770,745
2014-07-18,TRANSACTION 1696,414,639
2014-07-18,TRANSACTION 1697,357,768
2014-07-17,TRANSACTION 1698,874,659
2014-07-17,TRANSACTION 1699,288,797
2014-07-17,TRANSACTION 1700,216,948
2014-07-17,TRANSACTION 1701,553,410
2014-07-14,TRANSACTION 1702,86,471
2014-07-14,TRANSACTION 1703,882,805
2014-07-14,TRANSACTION 1704,26,402
2014-07-14,TRANSACTION 1705,454,636
2014-07-14,TRANSACTION 1706,797,820
2014-07-14,TRANSACTION 1707,819,471
2014-07-11,TRANSACTION 1708,494,880
2014-07-11,TRANSACTION 1709,915,625
2014-07-10,TRANSACTION 1710,392,520
2014-07-10,TRANSACTION 1711,526,441
2014-07-10,TRANSACTION 1712,111,785
2014-07-10,TRANSACTION 1713,642,529
2014-07-10,TRANSACTION 1714,504,502
2014-07-10,TRANSACTION 1715,227,486
2014-07-09,TRANSACTION 1716,250,755
2014-07-09,TRANSACTION 1717,726,992
2014-07-08,TRANSACTION 1718,10,985
2014-07-08,TRANSACTION 1719,484,437
2014-07-08,TRANSACTION 1720,781,916
2014-07-08,TRANSACTION 1721,980,853
2014-07-08,TRANSACTION 1722,159,595
2014-07-08,TRANSACTION 1723,109,768
2014-07-08,TRANSACTION 1724,83,723
2014-07-08,TRANSACTION 1725,312,752
2014-07-07,TRANSACTION 1726,822,553
2014-07-07,TRANSACTION 1727,240,804
2014-07-07,TRANSACTION 1728,24,895
2014-07-07,TRANSACTION 1729,912,916
2014-07-07,TRANSACTION 1730,335,861
2014-07-07,TRANSACTION 1731,553,956
2014-07-07,TRANSACTION 1732,505,437
2014-07-07,TRANSACTION 1733,86,779
2014-07-07,TRANSACTION 1734,779,759
2014-07-04,TRANSACTION 1735,237,781
2014-07-03,TRANSACTION 1736,833,400
2014-07-03,TRANSACTION 1737,985,629
2014-07-02,TRANSACTION 1738,625,622
2014-07-02,TRANSACTION 1739,352,792
2014-07-02,TRANSACTION 1740,13,513
2014-07-02,TRANSACTION 1741,315,602
2014-07-02,TRANSACTION 1742,638,623
2014-07-02,TRANSACTION 1743,722,853
2014-07-02,TRANSACTION 1744,14,501
2014-07-02,TRANSACTION 1745,838,835
2014-07-02,TRANSACTION 1746,585,581
2014-06-30,TRANSACTION 1747,223,692
2014-06-30,TRANSACTION 1748,619,446
2014-06-30,TRANSACTION 1749,379,955
2014-06-30,TRANSACTION 1750,754,952
2014-06-30,TRANSACTION 1751,640,592
2014-06-30,TRANSACTION 1752,508,562
2014-06-30,TRANSACTION 1753,663,996
2014-06-30,TRANSACTION 1754,401,602
2014-06-27,TRANSACTION 1755,227,969
2014-06-27,TRANSACTION 1756,990,698
2014-06-27,TRANSACTION 1757,213,432
2014-06-27,TRANSACTION 1758,701,823
2014-06-27,TRANSACTION 1759,898,987
2014-06-27,TRANSACTION 1760,552,864
2014-06-27,TRANSACTION 1761,789,447
2014-06-26,TRANSACTION 1762,580,489
2014-06-25,TRANSACTION 1763,501,894
2014-06-25,TRANSACTION 1764,959,858
2014-06-25,TRANSACTION 1765,897,445
2014-06-25,TRANSACTION 1766,56,955
2014-06-23,TRANSACTION 1767,960,775
2014-06-23,TRANSACTION 1768,77,521
2014-06-23,TRANSACTION 1769,494,580
2014-06-23,TRANSACTION 1770,292,562
2014-06-23,TRANSACTION 1771,721,667
2014-06-20,TRANSACTION 1772,354,637
2014-06-20,TRANSACTION 1773,107,897
2014-06-20,TRANSACTION 1774,636,982
2014-06-20,TRANSACTION 1775,419,947
2014-06-19,TRANSACTION 1776,168,873
2014-06-18,TRANSACTION 1777,312,683
2014-06-18,TRANSACTION 1778,513,686
2014-06-17,TRANSACTION 1779,286,865
2014-06-16,TRANSACTION 1780,913,568
2014-06-16,TRANSACTION 1781,785,743
2014-06-16,TRANSACTION 1782,312,929
2014-06-16,TRANSACTION 1783,846,520
2014-06-16,TRANSACTION 1784,780,978
2014-06-16,TRANSACTION 1785,937,466
2014-06-16,TRANSACTION 1786,747,564
2014-06-16,TRANSACTION 1787,460,402
2014-06-16,TRANSACTION 1788,492,998
2014-06-16,TRANSACTION 1789,910,598
2014-06-16,TRANSACTION 1790,473,721
2014-06-16,TRANSACTION 1791,232,694
2014-06-13,TRANSACTION 1792,181,864
2014-06-13,TRANSACTION 1793,383,503
2014-06-13,TRANSACTION 1794,70,810
2014-06-11,TRANSACTION 1795,790,525
2014-06-10,TRANSACTION 1796,901,993
2014-06-10,TRANSACTION 1797,527,571
2014-06-09,TRANSACTION 1798,48,819
2014-06-03,TRANSACTION 1799,718,850
2014-05-30,TRANSACTION 1800,406,817
2014-05-30,TRANSACTION 1801,962,458
2014-05-30,TRANSACTION 1802,998,456
2014-05-30,TRANSACTION 1803,378,471
2014-05-20,TRANSACTION 1804,774,960
2014-05-20,TRANSACTION 1805,356,704
2014-05-20,TRANSACTION 1806,771,590
2014-05-20,TRANSACTION 1807,267,818
2014-05-20,TRANSACTION 1808,972,975
2014-05-16,TRANSACTION 1809,552,475
2014-05-16,TRANSACTION 1810,847,935
2014-05-16,TRANSACTION 1811,994,411
2014-05-15,TRANSACTION 1812,206,459
2014-05-15,TRANSACTION 1813,802,637
2014-05-14,TRANSACTION 1814,525,991
2014-05-14,TRANSACTION 1815,603,813
2014-05-13,TRANSACTION 1816,766,926
2014-05-13,TRANSACTION 1817,740,550
2014-05-12,TRANSACTION 1818,424,934
2014-05-12,TRANSACTION 1819,533,420
2014-05-12,TRANSACTION 1820,467,648
2014-05-12,TRANSACTION 1821,449,812
2014-05-12,TRANSACTION 1822,83,976
2014-05-12,TRANSACTION 1823,197,820
2014-05-09,TRANSACTION 1824,256,952
2014-05-05,TRANSACTION 1825,92,626
2014-05-02,TRANSACTION 1826,28,595
2014-05-01,TRANSACTION 1827,181,976
2014-05-01,TRANSACTION 1828,627,892
2014-05-01,TRANSACTION 1829,329,839
2014-05-01,TRANSACTION 1830,311,463
2014-05-01,TRANSACTION 1831,358,955
2014-04-30,TRANSACTION 1832,363,438
2014-04-30,TRANSACTION 1833,167,439
2014-04-30,TRANSACTION 1834,618,917
2014-04-30,TRANSACTION 1835,975,621
2014-04-30,TRANSACTION 1836,814,955
2014-04-30,TRANSACTION 1837,650,575
2014-04-30,TRANSACTION 1838,408,731
2014-04-30,TRANSACTION 1839,901,695
2014-04-30,TRANSACTION 1840,893,983
2014-04-30,TRANSACTION 1841,742,819
2014-04-30,TRANSACTION 1842,678,933
2014-04-30,TRANSACTION 1843,684,598
2014-04-29,TRANSACTION 1844,887,585
2014-04-29,TRANSACTION 1845,215,976
2014-04-29,TRANSACTION 1846,58,768
2014-04-29,TRANSACTION 1847,652,605
2014-04-29,TRANSACTION 1848,60,588
2014-04-28,TRANSACTION 1849,89,727
2014-04-28,TRANSACTION 1850,718,899
2014-04-28,TRANSACTION 1851,16,731
2014-04-28,TRANSACTION 1852,741,946
2014-04-28,TRANSACTION 1853,546,795
2014-04-28,TRANSACTION 1854,125,764
2014-04-28,TRANSACTION 1855,499,865
2014-04-28,TRANSACTION 1856,628,601
2014-04-28,TRANSACTION 1857,341,410
2014-04-28,TRANSACTION 1858,722,488
2014-04-28,TRANSACTION 1859,286,976
2014-04-28,TRANSACTION 1860,86,875
2014-04-28,TRANSACTION 1861,756,850
2014-04-28,TRANSACTION 1862,132,667
2014-04-28,TRANSACTION 1863,248,898
2014-04-28,TRANSACTION 1864,416,898
2014-04-25,TRANSACTION 1865,867,752
2014-04-25,TRANSACTION 1866,576,789
2014-04-24,TRANSACTION 1867,145,946
2014-04-24,TRANSACTION 1868,706,519
2014-04-23,TRANSACTION 1869,53,960
2014-04-23,TRANSACTION 1870,303,810
2014-04-23,TRANSACTION 1871,980,948
2014-04-23,TRANSACTION 1872,559,499
2014-04-23,TRANSACTION 1873,819,783
2014-04-22,TRANSACTION 1874,451,662
2014-04-22,TRANSACTION 1875,499,454
2014-04-22,TRANSACTION 1876,870,628
2014-04-22,TRANSACTION 1877,222,607
2014-04-21,TRANSACTION 1878,494,727
2014-04-21,TRANSACTION 1879,239,971
2014-04-21,TRANSACTION 1880,120,490
2014-04-21,TRANSACTION 1881,915,907
2014-04-21,TRANSACTION 1882,306,906
2014-04-21,TRANSACTION 1883,986,655
2014-04-21,TRANSACTION 1884,477,633
2014-04-21,TRANSACTION 1885,81,740
2014-04-21,TRANSACTION 1886,480,520
2014-04-21,TRANSACTION 1887,73,688
2014-04-21,TRANSACTION 1888,177,738
2014-04-17,TRANSACTION 1889,400,995
2014-04-16,TRANSACTION 1890,979,622
2014-04-16,TRANSACTION 1891,90,573
2014-04-16,TRANSACTION 1892,271,871
2014-04-16,TRANSACTION 1893,870,969
2014-04-15,TRANSACTION 1894,562,709
2014-04-15,TRANSACTION 1895,217,424
2014-04-14,TRANSACTION 1896,933,788
2014-04-14,TRANSACTION 1897,149,474
2014-04-14,TRANSACTION 1898,560,1000
2014-04-14,TRANSACTION 1899,204,486
2014-04-14,TRANSACTION 1900,82,546
2014-04-14,TRANSACTION 1901,794,504
2014-04-14,TRANSACTION 1902,496,871
2014-04-11,TRANSACTION 1903,732,875
2014-04-11,TRANSACTION 1904,941,918
2014-04-10,TRANSACTION 1905,157,542
2014-04-09,TRANSACTION 1906,817,632
2014-04-09,TRANSACTION 1907,604,546
2014-04-08,TRANSACTION 1908,766,743
2014-04-08,TRANSACTION 1909,814,646
2014-04-08,TRANSACTION 1910,497,780
2014-04-07,TRANSACTION 1911,214,716
2014-04-07,TRANSACTION 1912,694,518
2014-04-07,TRANSACTION 1913,320,758
2014-04-04,TRANSACTION 1914,917,949
2014-04-04,TRANSACTION 1915,601,562
2014-04-04,TRANSACTION 1916,880,462
2014-04-04,TRANSACTION 1917,806,961
2014-04-03,TRANSACTION 1918,484,792
2014-04-03,TRANSACTION 1919,117,930
2014-04-02,TRANSACTION 1920,254,687
2014-04-01,TRANSACTION 1921,67,812
2014-04-01,TRANSACTION 1922,782,527
2014-04-01,TRANSACTION 1923,833,783
2014-03-31,TRANSACTION 1924,180,816
2014-03-31,TRANSACTION 1925,988,947
2014-03-31,TRANSACTION 1926,887,761
2014-03-31,TRANSACTION 1927,340,791
2014-03-31,TRANSACTION 1928,162,970
2014-03-31,TRANSACTION 1929,604,526
2014-03-31,TRANSACTION 1930,264,671
2014-03-31,TRANSACTION 1931,329,564
2014-03-31,TRANSACTION 1932,99,972
2014-03-31,TRANSACTION 1933,65,835
2014-03-31,TRANSACTION 1934,28,505
2014-03-31,TRANSACTION 1935,586,405
2014-03-31,TRANSACTION 1936,972,761
2014-03-31,TRANSACTION 1937,948,711
2014-03-31,TRANSACTION 1938,812,650
2014-03-31,TRANSACTION 1939,818,710
2014-03-31,TRANSACTION 1940,330,583
2014-03-31,TRANSACTION 1941,312,487
2014-03-31,TRANSACTION 1942,148,406
2014-03-27,TRANSACTION 1943,796,460
2014-03-27,TRANSACTION 1944,834,460
2014-03-27,TRANSACTION 1945,549,595
2014-03-26,TRANSACTION 1946,780,936
2014-03-26,TRANSACTION 1947,509,752
2014-03-25,TRANSACTION 1948,350,668
2014-03-25,TRANSACTION 1949,778,457
2014-03-25,TRANSACTION 1950,431,956
2014-03-25,TRANSACTION 1951,140,421
